Ri7990zl24y6,-25.552615001487293,91.19998350820217
kAo042ZEgV58F2xuG6c1pG,45.91961412443572,19.546037862743503
8vk0a7v35sJEp8CS3,-25.207624512915746,89.84175758639395
635062b43VFr6,47.21131418467521,21.087936867978144
96JVM7414kFA1q0aJL53f4,-24.850013958961473,88.22958103732545
j75m17MAr26Y3lko0PW0l2,45.559570839058374,19.422484463556106
674bNNQE94hGivVe6094n,47.87668240702253,19.21342662113367
HI5SJafPi5Jy92vSD6Brl,-25.63635895505269,90.25378387169312
Z1679bWK95,-25.768898230833464,90.75453757082411
L846915d8986,-25.55539392333997,89.67713152841299
LcdF18i4qR7my0h0Zdcjr,43.779043258191265,20.553599343782544
wz7s65223KeH2k47L1m,-26.81689406304054,89.58057375274227
h28dx1zd982ZrEd6JdV,47.429787884776964,20.66297695852352
618Ftc38ZQh6,45.69673526840366,19.404034692809553
gP1A01o4g195H33s1Vpyki,-26.570498220894933,89.42301707358854
